Name,Country,Local,Floor,Apartment,Parking
Or Shmueli,972,568720779,0,97,1343
Shelly Levi,972,518612319,27,161,406
Erez Gabbay,972,564463036,30,76,1216
Barak Amar,972,550077058,17,76,735
Michal Sasson,972,577392060,26,158,169
Eli Ashkenazi,972,594297087,1,96,1037
Itay BenAri,972,591516149,24,113,811
Ronen Lupin,972,585608781,23,30,1076
Itay BenAmi,972,578609172,20,34,917
Sharon Hazan,972,532842977,1,108,1113
Ariel Koren,972,588632420,20,200,1087
Gal Dahan,972,548211548,30,32,595
Lior Gold,972,510874687,22,30,685
Roi Sela,972,526871422,29,3,273
Talia Lupin,972,552579063,25,152,104
Daniel Levi,972,561776491,20,115,900
Rotem Mor,972,578985309,20,15,1181
Dor Cohen,972,585288399,5,163,330
Dana Lupin,972,552061143,8,88,1419
Rotem Baruch,972,591046077,14,118,204
Shelly Shmueli,972,576134392,3,26,1234
Adi Levi,972,516162470,17,51,1006
Aviv Gold,972,529455318,4,171,1331
Talia BenAri,972,507350764,19,126,183
Michal Peretz,972,506170438,16,150,1239
Leah Ashkenazi,972,529442925,28,107,658
Yarden Kaplan,972,515274543,10,71,559
Sharon Azoulay,972,512907783,1,50,436
Shira Sasson,972,507489748,16,114,283
Nadav Sabag,972,535207925,16,83,625
Maya Derby,972,562644944,10,158,37
Asaf Koren,972,505746153,28,20,350
Ronen Elbaz,972,517662403,12,154,1060
Yossi Avitan,972,561872443,9,142,608
Gal Baruch,972,513279367,3,40,784
Sharon Sharabi,972,570184274,23,7,137
Kfir Amar,972,530341921,8,2,985
Hila Elbaz,972,584005919,22,95,724
Dor Avraham,972,593816786,16,199,378
Rina Shmueli,972,522679975,0,147,131
Yarden Melamed,972,531480105,29,67,495
Yuval Cohen,972,575465117,7,100,118
Omer Shapira,972,501367127,18,191,398
Shira Gold,972,531120132,8,93,1182
Tal Sasson,972,520551851,5,170,1422
Adi Azoulay,972,509294645,17,156,313
Aviv Haddad,972,532871818,17,35,959
Yona Alfasi,972,506144056,14,151,1219
Vered Avraham,972,586821863,26,103,1091
Roi Sela,972,559864594,6,125,983
Gal Gabbay,972,559181373,29,136,109
Sharon Weiss,972,546500062,1,139,998
Noy Derby,972,545164504,28,164,247
Shelly Sultan,972,503143361,15,71,979
Hadar Tal,972,574361517,17,167,338
Gadi Weiss,972,500124432,20,189,440
Eli Avraham,972,546404717,25,140,1211
Tal Golani,972,585090019,19,103,932
Noa Halimi,972,585486661,5,98,1230
Shira Halabi,972,516039929,20,162,487
Ariel Lupin,972,556538553,21,181,1338
Erez Koren,972,577568639,16,134,1498
Rina Koren,972,541242277,3,194,1123
Hadar Amar,972,540246899,22,50,598
Kfir Sultan,972,564671909,28,199,858
Dor Gabbay,972,527582698,3,132,582
Kfir Haddad,972,550299962,23,175,1238
Ilana Gabbay,972,518407135,20,180,12
Adi Shalom,972,509298826,22,144,308
Sharon Koren,972,596329153,28,84,1443
Dana Ashkenazi,972,573495111,5,76,583
Omer Tzadok,972,576027315,27,143,1277
Ilana Avraham,972,516277877,5,24,1474
Dor Peretz,972,513514135,4,19,794
Hila Sasson,972,542080528,18,125,790
Yuval Shmueli,972,507449993,9,122,1097
Shelly Tzadok,972,591273710,9,115,326
Omer Baruch,972,563463888,0,149,739
Lior Biton,972,561561882,9,64,316
Eli Peretz,972,531612013,9,200,254
Adi Tal,972,567908331,10,40,613
Michal Tzadok,972,570033425,11,99,181
Ilana Sela,972,509622644,23,41,459
Yarden Sela,972,547812234,1,36,463
Leah Golan,972,586838095,16,8,1091
Talia Sabag,972,531167889,25,81,11
Nadav Golani,972,593689879,11,100,1339
Rotem Koren,972,584012728,6,56,1023
Rotem Derby,972,548071954,27,43,1445
Talia Avraham,972,583869956,17,148,441
Shelly Koren,972,582225284,1,71,1487
Yael Mor,972,533320592,12,122,452
Yael Sasson,972,589207577,4,57,995
Yael Tal,972,591900342,2,4,1243
Shai Koren,972,581004426,23,47,708
Erez Derby,972,511851049,11,172,1500
Noa Haddad,972,569741930,25,93,362
Leah Golani,972,510737481,1,17,214
Dana Levi,972,598002455,26,6,915
Idan Kaplan,972,553117231,10,35,238
Idan Kimchi,972,514319053,3,76,552
Vered Mor,972,566680059,19,173,158
Rina BenAmi,972,502119965,23,63,612
Adi Ashkenazi,972,545352214,6,152,565
Ilana Levi,972,531559125,28,70,257
Omer Golan,972,563690861,9,47,282
Nadav Weiss,972,536347286,4,64,830
Yuval Ashkenazi,972,516268112,5,98,229
Alon Peretz,972,550640630,29,170,1276
Noa Shalom,972,573382896,10,175,288
Roi BenAri,972,568170508,20,152,698
Gal Cohen,972,595589831,29,87,415
Erez Moyal,972,561142477,19,163,359
Ilana BenAri,972,545644479,21,198,313
Dana Lupin,972,559189935,22,89,291
Talia Lupin,972,569240729,20,147,1417
Asaf Gold,972,572339167,28,1,159
Talia Peretz,972,581116700,19,193,243
Gal Ashkenazi,972,519312948,20,139,138
Erez Sabag,972,508994817,16,14,862
Lior Sabag,972,533299260,7,36,1155
Adi Tzadok,972,582067430,13,197,486
Rotem Kimchi,972,567320890,29,123,573
Yoav Gabbay,972,526638446,18,4,443
Talia Mizrahi,972,588041940,24,107,1328
Adi Halabi,972,502901214,29,196,300
Dor Sultan,972,592082951,22,9,588
Idan Avitan,972,575238170,2,157,337
Daniel Gabbay,972,587342148,17,10,1126
Dor Sharabi,972,551848246,5,164,643
Shai Sultan,972,568549091,28,193,1427
Yael Dayan,972,503631614,5,171,951
Talia Alfasi,972,540528688,8,11,837
Omer Cohen,972,565999675,27,19,743
Barak Sasson,972,580725479,3,153,30
Dalia Shalom,972,585948465,20,51,334
Ariel Alfasi,972,562593906,14,6,162
Barak Hazan,972,535811650,4,169,286
Asaf Elbaz,972,518954643,27,143,5
Leah Ashkenazi,972,529672967,6,91,389
Lior Gabbay,972,598823048,27,195,233
Yarden Moyal,972,554743780,24,139,1141
Sharon Shmueli,972,599684299,2,166,349
Shira Haddad,972,512836526,22,188,1424
Itay Amar,972,547517599,27,162,1346
Hila Sasson,972,537813444,12,168,1005
Yossi Golan,972,591992287,7,114,875
Rotem Dahan,972,501822757,17,38,860
Or Haddad,972,556362123,27,45,1149
Talia Mor,972,575846687,17,146,1295
Itay Levi,972,577070776,0,144,274
Yoav Kimchi,972,563356290,24,1,156
Shelly Kimchi,972,581599242,21,122,1087
Gal Avraham,972,587144136,10,30,998
Idan Gabbay,972,519987789,7,100,716
Barak Baruch,972,528029479,19,116,1225
Yael Sabag,972,551020543,6,36,1007
Tamar Baruch,972,539637604,11,150,813
Yona Kaplan,972,562917763,25,35,1376
Lior Derby,972,563930031,28,31,1048
Dalia Sabag,972,543411830,14,110,91
Yarden Mor,972,568521978,14,174,707
Ilana Cohen,972,566981344,27,77,392
Idan Amar,972,541813622,18,68,1500
Shai Kaplan,972,533665203,6,124,302
Nadav Kimchi,972,564458185,5,152,653
Nadav Mizrahi,972,521039093,29,100,53
Rina Derby,972,580975505,5,139,983
Idan Sasson,972,536259490,11,118,116
Lior Cohen,972,558302713,22,23,1228
Or Azoulay,972,595877701,14,84,294
Erez Halimi,972,501587377,15,42,1356
Shelly BenAri,972,573655914,30,85,1023
Omer Sela,972,524670148,17,39,515
Itay Gold,972,529113202,3,193,396
Lior Gabbay,972,537413291,29,2,1248
Asaf Mizrahi,972,535597405,22,92,1079
Yossi Gabbay,972,548379325,25,161,1413
Talia Halabi,972,550816828,13,195,493
Alon Alfasi,972,548339931,19,71,1177
Hila Sela,972,549182798,19,181,376
Asaf Tzadok,972,575611324,11,174,109
Lior Moyal,972,519963580,18,143,1191
Dor Gabbay,972,549739582,27,155,112
Omer Kaplan,972,533948697,9,121,494
Ronen Sela,972,570483071,14,29,257
Tal Shmueli,972,520781869,30,87,151
Rina Halimi,972,568460593,29,121,48
Kfir Shapira,972,503230408,11,91,563
Dalia Moyal,972,539237580,26,139,343
Shai Mor,972,573053177,26,58,1300
Yoav BenAri,972,542067645,11,192,707
Sharon Ashkenazi,972,563941957,22,190,601
Shira Shapira,972,580217869,27,125,1011
Kfir Shalom,972,527850447,21,13,648
Or Sasson,972,585898624,19,22,949
Or Hazan,972,566227667,9,123,839
Rotem Azoulay,972,536794131,15,110,1015
Yona Mizrahi,972,587252958,20,4,774
Talia Mor,972,580136019,5,4,696
Ronen Tal,972,586228858,25,117,846
Erez Halimi,972,513151727,17,144,1085
Yael Derby,972,566756609,23,123,973
Asaf Ashkenazi,972,599907327,4,54,1002
Lior Sela,972,505548065,4,64,1162
Barak Sharabi,972,536904899,25,55,17
Itay Avraham,972,521615168,14,123,937
Noa Sela,972,552192728,9,108,1185
Yoav Hazan,972,528882421,9,157,104
Dalia BenAmi,972,572541761,10,46,1300
Ronen Peretz,972,555242822,17,16,17
Omer Mizrahi,972,599800250,24,144,1449
Lior Mor,972,537266355,12,187,1342
Noy Dahan,972,506744620,15,38,797
Yarden Dahan,972,577127166,20,46,351
Roi Ashkenazi,972,558652028,14,152,1188
Yarden Mor,972,531510286,30,167,681
Vered Ninio,972,551259875,4,13,978
Dor Kimchi,972,592524792,2,33,67
Dalia Koren,972,529581837,10,97,810
Lior Dayan,972,535821876,13,175,516
Ronen Kimchi,972,556616331,23,197,533
Yael Sela,972,587203328,1,193,16
Ronen Avitan,972,537627665,18,31,335
Barak Sela,972,583465869,1,145,1227
Kfir Dahan,972,589407791,5,18,32
Tamar Koren,972,547098381,6,17,1083
Michal Ashkenazi,972,556724809,27,81,1393
Hadar Lupin,972,503812149,14,51,265
Yoav Mizrahi,972,540767127,23,52,208
Gadi Azoulay,972,578382048,10,37,1143
Lior Haddad,972,513539863,30,104,618
Maya Golani,972,561109617,11,175,449
Barak Tzadok,972,524883381,27,3,1487
Erez Ashkenazi,972,520665290,27,81,136
Barak BenAri,972,591996710,3,186,1182
Tamar Baruch,972,514416874,26,85,372
Yona Dayan,972,559105467,4,60,652
Lior Avitan,972,518172523,13,74,228
Lior Weiss,972,544755484,16,170,1023
Daniel Gabbay,972,500885450,4,88,946
Yona Hazan,972,567549315,18,150,1291
Nadav Dayan,972,570453615,25,181,1430
Yoav Dayan,972,520902625,12,44,1131
Maya Tal,972,558665389,2,40,1225
Asaf Melamed,972,594471767,0,17,1210
Roi Biton,972,583267559,16,53,707
Hila Shapira,972,519345078,15,67,790
Dana Kaplan,972,569159847,20,12,831
Shira Weiss,972,533552588,21,18,1387
Gal BenAri,972,530455785,19,14,1217
Yael Moyal,972,524432954,24,8,345
Shelly Sabag,972,583925761,17,18,579
Maya Golani,972,576986943,22,170,922
Shira Lupin,972,530551513,20,109,330
Ronen Shalom,972,526176156,20,79,1328
Yona Mizrahi,972,511679246,9,35,1316
Ilana Sela,972,573438899,15,112,142
Daniel Derby,972,589298911,29,23,1118
Tal Elbaz,972,534997655,28,37,1110
Dalia Tal,972,522192837,13,37,922
Adi Dayan,972,567417477,12,92,1443
Nadav Avitan,972,551328855,27,190,128
Michal Gold,972,513232838,1,19,776
Shai Gold,972,569317483,9,94,639
Yael Elbaz,972,594925492,1,133,221
Yuval Elbaz,972,528685579,14,119,1297
Gadi Gabbay,972,513682814,7,175,355
Yarden Weiss,972,548174194,12,44,425
Yossi Sabag,972,526432184,18,180,733
Ariel Sasson,972,551233204,0,191,158
Yarden Ashkenazi,972,555202538,20,47,1364
Hila Alfasi,972,567232922,4,126,1162
Adi Peretz,972,575220852,21,102,1083
Leah Sabag,972,534560978,15,93,767
Tal Biton,972,598498021,12,50,684
Shelly Mor,972,576567410,2,11,326
Shai Dahan,972,504649040,23,49,1207
Eli Biton,972,518927352,1,38,713
Hadar Avraham,972,521882758,0,171,1468
Rina Sabag,972,543536446,23,22,760
Shelly Ashkenazi,972,516425356,8,198,622
Or Haddad,972,508439777,4,39,334
Noy Avraham,972,557214302,24,40,553
Michal Halabi,972,563174743,20,167,1039
Idan Weiss,972,568604837,29,56,156
Shira Tal,972,531116083,12,194,391
Daniel Koren,972,508408468,12,16,112
Sharon Halabi,972,524011966,25,184,1054
Ariel Shalom,972,500812379,13,200,797
Noy Kaplan,972,519321659,7,186,1272
Aviv Mizrahi,972,509954918,16,19,1083
Rina Biton,972,504684100,1,195,837
Gadi Tzadok,972,549582258,8,48,415
Gal Malka,972,541923619,0,190,426
Hadar Dayan,972,593295568,29,153,1287
Nadav BenAmi,972,531430894,14,4,1013
Idan Levi,972,575953916,2,159,254
Dor Alfasi,972,538557609,21,188,460
Noy Elbaz,972,520049551,25,67,30
Shelly Koren,972,532195001,13,27,419
Shira Sela,972,505685174,7,192,146
Maya Sela,972,549316768,9,40,174
Talia Ashkenazi,972,541856272,9,199,915
Kfir Golani,972,589985629,13,150,1012
Roi Baruch,972,530350648,20,182,1119
Dor Dayan,972,598282352,19,54,433
Yuval Melamed,972,543371205,15,200,70
Dalia Koren,972,539730457,26,82,567
Ariel Halabi,972,537075596,30,16,1388
Asaf Koren,972,581993849,24,114,1256
Alon Kaplan,972,593472922,13,80,739
Shai Melamed,972,567827167,25,138,235
Sharon Ninio,972,506265082,29,17,324
Eli Derby,972,577975095,10,183,308
Vered Alfasi,972,573322580,12,142,924
Barak Sela,972,571480989,0,101,83
Barak Gold,972,584581681,19,129,182
Barak Sasson,972,550449934,7,8,894
Talia Azoulay,972,527730982,7,98,1400
Dor Elbaz,972,525022944,14,37,1019
Hila Sultan,972,570948195,19,31,2
Ilana Tzadok,972,514657324,15,53,667
Eli Dayan,972,599601373,29,116,1038
Noy Sabag,972,567074119,17,92,819
Nadav Halabi,972,510851239,29,183,1480
Tamar Sultan,972,569641163,23,134,681
Vered Ninio,972,584585529,10,184,380
Eli Hazan,972,523748545,7,47,766
Rina Peretz,972,505689238,6,199,1173
Daniel Avraham,972,525361722,30,74,798
Ronen Sasson,972,510154669,25,15,890
Noa Dahan,972,549213113,1,80,837
Noy Cohen,972,521212516,12,180,1076
Roi Avraham,972,589623044,10,198,26
Alon Moyal,972,528524942,7,88,1325
Adi Amar,972,542008632,3,158,1239
Aviv Golani,972,513035987,30,64,631
Lior Melamed,972,549372720,18,86,577
Barak Sultan,972,500150082,12,170,385
Daniel Malka,972,548864048,21,97,1463
Aviv Sabag,972,513299905,11,29,1287
Leah Peretz,972,597535918,17,94,633
Yoav Lupin,972,562382796,13,100,974
Gadi Peretz,972,555101320,29,182,1020
Dor Sasson,972,599763717,0,85,572
Yael Derby,972,586864956,0,121,1483
Yael Sela,972,533168028,5,200,1467
Shai Azoulay,972,519324183,21,99,1474
Yossi Tal,972,553798874,8,40,922
Shelly Alfasi,972,568589196,13,2,471
Shelly Sabag,972,592261842,24,110,1381
Barak Sharabi,972,596190059,15,69,1366
Vered Gabbay,972,529054867,29,7,911
Alon Tzadok,972,530678092,8,86,161
Sharon Koren,972,588740345,6,128,253
Dana Shapira,972,581579561,27,185,1040
Ronen Sultan,972,569646946,20,193,410
Tamar Dahan,972,595643959,30,139,1433
Dor Dayan,972,543217203,1,128,111
Dana Sabag,972,548699851,26,174,285
Shelly Sela,972,543010995,2,166,481
Ronen Gold,972,523518334,8,12,1456
Lior Tzadok,972,593633494,4,70,952
Dana Kaplan,972,501332114,19,99,1053
Hila Tal,972,579788523,19,66,1123
Daniel Elbaz,972,558675512,29,12,1280
Dalia Gold,972,535771887,8,121,524
Dana Malka,972,576646919,12,33,169
Lior Gabbay,972,542520237,8,155,480
Sharon Elbaz,972,502856482,1,120,1339
Talia Tal,972,563870858,8,69,129
Adi Derby,972,543083463,25,149,76
Daniel Weiss,972,598768754,18,148,1235
Ronen Shalom,972,591069608,20,7,177
Leah Dayan,972,594922370,29,147,1027
Ronen Ashkenazi,972,559601029,3,109,1452
Dalia Ninio,972,546537783,24,35,1421
Shelly Melamed,972,539297597,19,176,380
Daniel Mizrahi,972,512780864,30,146,446
Gadi Avraham,972,578508354,10,75,48
Daniel Ninio,972,576935416,2,87,448
Lior Avraham,972,598897471,15,72,137
Vered Gold,972,592803754,7,60,758
Dalia Sultan,972,587745976,30,6,428
Aviv Biton,972,547055034,5,70,789
Rina Golani,972,560549317,9,21,1481
Michal Halimi,972,501191951,19,137,1182
Vered Shalom,972,543499306,0,21,1335
Rotem Mizrahi,972,549321033,8,170,1121
Ronen Tal,972,524242416,26,26,1180
Eli Haddad,972,560387554,6,197,103
Vered Avitan,972,515206864,7,146,110
Hadar Gold,972,517792974,23,197,669
Gal Levi,972,565745481,23,74,1493
Gal Derby,972,591244550,29,36,554
Shai Mor,972,563588861,9,83,775
Vered Dahan,972,508980341,16,44,839
Yuval Golani,972,503550771,17,87,625
Leah Avitan,972,571691452,30,23,804
Sharon Shmueli,972,501137778,16,178,1393
Talia Cohen,972,584831241,27,82,1052
Hadar Golani,972,540371649,5,184,112
Alon Levi,972,595079052,17,166,171
Or Shalom,972,578072625,6,13,280
Tal Melamed,972,554113795,24,121,1278
Alon Moyal,972,580177715,28,193,670
Hadar Halimi,972,569295377,22,35,76
Rina Tzadok,972,543879998,5,92,729
Dana Peretz,972,583405407,14,16,977
Nadav Malka,972,550119575,5,76,1322
Lior Peretz,972,563305136,30,34,1157
Dalia Gabbay,972,579920804,9,89,1255
Yona Ninio,972,500204834,14,55,1426
Itay Sharabi,972,561171930,13,73,466
Tamar Kimchi,972,590068652,6,164,741
Nadav Sabag,972,590296161,24,81,1115
Hadar Tal,972,505864360,7,60,420
Roi Shalom,972,524751476,14,12,1115
Ronen Gold,972,588303163,26,3,647
Yona Avraham,972,576429026,18,143,365
Yossi Malka,972,592293408,0,20,591
Asaf Ninio,972,582298821,15,124,524
Talia Dahan,972,581486205,11,120,472
Itay Lupin,972,545765042,24,125,328
Daniel Kaplan,972,557466189,11,17,173
Idan Gabbay,972,574698420,3,135,569
Omer Gabbay,972,540448954,9,35,80
Vered Ninio,972,532343030,0,129,1247
Roi Peretz,972,514969241,28,135,1120
Dalia Weiss,972,517194311,25,38,173
Rina Sharabi,972,587599341,7,113,1493
Or Sabag,972,547787232,20,102,51
Gal Kimchi,972,580356956,20,132,101
Alon Avraham,972,598608199,16,31,1099
Dalia Dahan,972,519972610,17,72,1473
Tamar Lupin,972,543263010,28,34,1130
Asaf BenAmi,972,590837473,7,167,663
Aviv Peretz,972,551198773,14,91,234
Erez BenAmi,972,582423052,24,27,664
Alon Sasson,972,539560270,14,83,1084
Leah Avraham,972,536026469,0,114,861
Or Shmueli,972,573291024,17,149,28
Dalia BenAri,972,541848215,9,99,1199
Kfir Kimchi,972,513638458,5,199,469
Yael Alfasi,972,582946380,23,110,1019
Adi Mizrahi,972,557035268,26,34,421
Shai Alfasi,972,507389054,29,118,1191
Kfir Sabag,972,534233549,29,94,255
Alon Shapira,972,524772251,25,16,256
Yossi Sela,972,501347083,28,53,1437
Erez Cohen,972,506384699,22,35,979
Tamar Gabbay,972,525353709,30,179,938
Shira Dahan,972,543659556,8,138,585
Noy Halabi,972,504902745,0,68,159
Itay Mor,972,558760150,23,152,1154
Roi Sela,972,561211389,11,45,624
Adi Moyal,972,527351348,23,103,374
Yossi Shapira,972,519426148,29,134,1473
Shelly Lupin,972,510890722,19,161,1264
Yona Gold,972,502994211,27,96,1380
Ronen Tal,972,561056748,6,181,1174
Shai Dahan,972,511103223,17,83,180
Shai Kaplan,972,527814116,4,54,186
Kfir BenAmi,972,518041879,29,150,1098
Roi BenAri,972,504403911,26,148,415
Shira Dahan,972,562507691,11,103,926
Yael Shapira,972,516433464,0,61,45
Tamar Tzadok,972,550986216,4,144,1416
Yossi Sasson,972,522100259,11,192,113
Tal Sasson,972,549837169,27,92,1118
Asaf Shalom,972,535318359,10,156,131
Shira Biton,972,525407252,2,155,175
Hadar Mizrahi,972,530327997,19,126,993
Yona Ashkenazi,972,583290277,8,171,1388
Yuval Melamed,972,560869140,13,108,1319
Erez Elbaz,972,567355926,25,188,109
Yona Baruch,972,596854914,10,133,937
Rotem Sabag,972,548862767,5,154,655
Ronen Amar,972,500181187,12,120,1373
Erez Kaplan,972,553572300,24,56,56
Alon Shapira,972,567114495,30,173,1388
Yossi Gabbay,972,562438995,15,58,1030
Itay Golan,972,565183488,24,135,261
Tal BenAri,972,553533720,9,165,98
Barak Koren,972,533928931,13,185,892
Gadi Ninio,972,532458908,22,49,1110
Erez Sharabi,972,513610779,14,148,1153
Yuval Gold,972,578660644,7,190,462
Shai BenAri,972,563421249,30,144,1105
Yossi Kaplan,972,537886272,19,178,136
Hadar Sabag,972,594981904,24,182,866
Talia Halimi,972,548091774,14,158,79
Yuval Gabbay,972,533258456,17,180,529
Alon Tzadok,972,507101921,9,147,306
Rina Halabi,972,561120108,29,12,425
Yael Shalom,972,540112824,21,43,258
Alon Azoulay,972,551621907,5,141,533
Erez Weiss,972,539682119,13,185,1259
Yoav BenAri,972,536788412,15,154,330
Omer Sabag,972,597706291,30,123,559
Alon Peretz,972,577527845,28,5,418
Shira Moyal,972,532714474,27,123,1121
Leah Haddad,972,554312023,27,35,847
Aviv Sultan,972,599096292,11,121,1115
Erez Mor,972,530716463,2,158,166
Gadi Haddad,972,599096991,1,157,209
Tamar Gold,972,525930250,10,167,165
Aviv Azoulay,972,595175792,27,89,533
Rina Gold,972,515930925,30,114,322
Asaf Biton,972,527144423,7,19,1201
Sharon Sela,972,538673632,2,199,612
Rotem Malka,972,574185742,3,50,453
Daniel Gold,972,555534540,13,97,1030
Noy Avraham,972,573271643,5,37,1306
Eli Tal,972,554895505,14,144,651
Shelly Elbaz,972,577746804,27,65,840
Hadar BenAmi,972,562177958,24,34,605
Hila BenAri,972,587214652,5,27,741
Yoav Amar,972,504429078,28,178,636
Dana Halimi,972,510264007,25,179,491
Yossi Mor,972,504632895,18,151,1248
Tamar Amar,972,534482767,1,183,750
Itay Mizrahi,972,530935092,26,200,326
Shira Ashkenazi,972,510024847,9,108,238
Lior Ashkenazi,972,533802279,26,105,919
Noa Ashkenazi,972,551410246,22,147,892
Rina Halimi,972,521162326,13,101,449
Eli BenAri,972,591692348,2,11,760
Shai Dahan,972,506745814,26,37,1396
Ronen Biton,972,542405943,27,117,282
Eli Hazan,972,528134687,17,195,1313
Vered Alfasi,972,588054034,6,92,503
Ariel BenAmi,972,566759998,4,145,125
Hadar Shalom,972,544487840,0,141,269
Ilana Derby,972,548628992,29,71,1237
Ronen Sabag,972,538746825,10,116,419
Yael Alfasi,972,535294772,3,44,89
Yossi Sela,972,568485745,28,144,594
Idan BenAri,972,517579491,18,98,800
Eli Lupin,972,569392108,3,152,433
Ronen Koren,972,500210123,28,114,192
Ilana Moyal,972,510014812,24,141,1300
Or Levi,972,550282144,24,41,1390
Dor BenAmi,972,579546467,22,64,243
Noa Sultan,972,546501311,21,65,977
Leah Sabag,972,578496670,7,9,1419
Noa Baruch,972,520943917,13,38,1218
Ariel Gabbay,972,575920290,20,126,1464
Ilana Amar,972,579731059,26,3,109
Adi Shalom,972,535596160,20,67,1117
Roi Amar,972,534860397,24,22,861
Erez Baruch,972,507024659,0,149,1287
Vered Cohen,972,504832878,8,160,977
Michal Ninio,972,548601033,28,87,1105
Nadav Amar,972,587001443,19,37,739
Idan Levi,972,584305697,5,133,731
Gadi Cohen,972,566492139,5,94,1002
Eli Amar,972,531331549,21,148,317
Rina Levi,972,563636777,21,185,269
Yarden Sela,972,568487312,22,152,156
Noa Kaplan,972,529896299,30,131,145
Asaf Sultan,972,544624266,8,59,299
Tamar Golan,972,530477237,11,76,169
Gadi Levi,972,543885439,17,177,626
Shira Golan,972,522367666,28,56,1429
Ronen Ashkenazi,972,565219117,14,79,1137
Yuval Gabbay,972,524676439,2,163,656
Alon Sela,972,513561302,13,83,585
Rotem Peretz,972,532890178,4,53,276
Sharon Sasson,972,573474915,21,85,880
Ronen Shmueli,972,576850946,10,21,1395
Kfir Baruch,972,597503590,17,148,1302
Yossi Melamed,972,542760906,26,172,815
Yael Dayan,972,532095591,16,3,423
Daniel Moyal,972,558605902,0,59,1279
Tamar Cohen,972,532400570,16,50,1056
Vered Azoulay,972,561435004,26,167,324
Itay Mizrahi,972,565048453,0,10,661
Gal Baruch,972,598577365,23,167,223
Dalia Kaplan,972,543665388,25,1,1373
Vered Golan,972,576797197,17,40,1341
Tal Gabbay,972,588734569,5,191,1246
Shelly Dayan,972,534069010,13,112,600
Adi Weiss,972,578631172,21,57,620
Rina Melamed,972,514517901,10,122,1177
Yoav Ninio,972,526408906,6,75,611
Gal Sultan,972,545049784,3,97,531
Rotem Haddad,972,576722075,24,87,1454
Hadar Mizrahi,972,595102562,3,56,903
Talia Shalom,972,578768011,28,160,1179
Ilana Ninio,972,503657934,17,140,1071
Leah Azoulay,972,565063207,13,38,519
Dor Sharabi,972,557141644,21,145,1303
Kfir Shalom,972,536040979,19,173,959
Shira Kaplan,972,576724440,30,68,530
Shai Koren,972,523992404,24,158,88
Maya Alfasi,972,518715500,29,116,13
Nadav Dayan,972,509130530,3,132,1001
Yarden Koren,972,536763344,22,155,1342
Noa Kaplan,972,504663715,25,178,466
Barak Gold,972,573914520,28,164,198
Hadar Kimchi,972,517525053,17,68,1484
Dalia BenAri,972,513792773,23,66,899
Ilana Moyal,972,530516469,5,170,1411
Alon Gold,972,567631596,3,154,1309
Rina Tzadok,972,582548051,23,139,1425
Hila Mor,972,597864700,11,124,1089
Yael Levi,972,585532007,6,74,377
Tal Gold,972,563743582,21,41,47
Gadi Ashkenazi,972,520458119,3,35,892
Barak Mor,972,576316570,29,80,1047
Barak Lupin,972,549749156,4,105,27
Gal Mor,972,591082294,22,161,568
Barak Peretz,972,541715619,30,21,1357
Talia Golan,972,525796564,21,44,908
Yona Kaplan,972,575427624,22,72,884
Gadi Moyal,972,502230151,4,120,294
Shira Alfasi,972,568583297,23,41,1103
Tal Biton,972,597099926,27,117,882
Erez Malka,972,562953680,23,157,47
Noy Avitan,972,589721278,29,67,545
Nadav Kaplan,972,509531751,28,24,112
Adi Sharabi,972,543559559,7,141,124
Kfir Kaplan,972,504466169,24,105,346
Tal Moyal,972,535699371,15,136,1321
Yossi Halabi,972,542987367,10,27,207
Lior Baruch,972,569043379,18,52,273
Adi Gold,972,546532104,12,157,708
Itay Gold,972,510515050,10,173,1070
Lior Tzadok,972,586542043,25,84,832
Tal Mizrahi,972,577402051,30,19,841
Omer Haddad,972,570490268,11,63,1179
Yael Shmueli,972,533207651,13,73,827
Idan Koren,972,594345812,23,15,1306
Barak Sabag,972,545434881,10,152,550
Hadar Sharabi,972,548578515,30,40,1072
Omer Lupin,972,590042156,14,174,825
Daniel Moyal,972,562901309,13,142,908
Ronen Dahan,972,579162325,8,85,610
Yael Avraham,972,574529207,5,195,1128
Michal Derby,972,516996131,24,146,1052
Ronen Alfasi,972,594623831,27,83,622
Gadi Golani,972,591555613,27,127,246
Or Biton,972,539518440,9,118,824
Shelly Levi,972,554063980,27,149,1303
Asaf Tal,972,512462764,18,176,523
Rotem Dayan,972,574207271,4,106,504
Erez Malka,972,594119488,0,61,619
Shai Tzadok,972,547569653,0,40,936
Leah Mizrahi,972,543213502,15,164,14
Alon Peretz,972,585490434,0,105,1065
Yuval Golan,972,546817115,14,114,1022
Yarden Alfasi,972,520408066,1,73,665
Yona Kimchi,972,520328549,28,141,1278
Adi Haddad,972,509058731,21,37,215
Sharon Sultan,972,535772703,17,42,1287
Ariel Tal,972,524617575,20,144,679
Itay Baruch,972,582424684,20,40,347
Dalia Shmueli,972,512757622,0,67,733
Gal Sharabi,972,532773458,14,159,564
Gadi Shalom,972,578286935,4,70,1205
Tal Biton,972,508486166,15,122,1214
Yona Sela,972,543873712,12,17,1404
Yael Alfasi,972,554400388,13,199,239
Rina Dahan,972,512841798,30,62,88
Shelly Koren,972,518383253,20,26,545
Tamar Derby,972,556108906,16,150,1173
Ronen Mizrahi,972,523521428,27,51,903
Lior Shmueli,972,521279325,27,169,268
Yuval BenAmi,972,585737714,4,98,913
